complaint_id,expected_category,genai_category,python_expected_category,genai_department,python_department,genai_urgency,python_urgency,genai_escalation,python_escalation,policy_reference,match_or_mismatch,category_match,department_match,urgency_match,escalation_match,policy_match,verification_status,explanation_of_disagreement
CMP-ID-1516,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Critical,Critical,True,False,KB-DOC-1001,MISMATCH,False,False,True,False,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Data Privacy / Security Incident Concern'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Data Privacy / Security Incident Concern'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Escalation mismatch: GenAI=True, Python Ground-Truth Enforces=False; Resolution steps failure: Missing required actions: ['Verify Data Privacy / Security Incident Concern order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1158,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Item Rejected at Return Hub'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Item Rejected at Return Hub'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Item Rejected at Return Hub order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1221,Account Management,Billing & Payments,Account Management,Account Management & Customer Care,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Unable to Login / Password Reset Error'}, Expected={'category': 'Account Management', 'subcategory': 'Unable to Login / Password Reset Error'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Unable to Login / Password Reset Error order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1367,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Extended Support Hold Time'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Extended Support Hold Time'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Extended Support Hold Time order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1251,Account Management,Billing & Payments,Account Management,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Profile / Address Update Failure'}, Expected={'category': 'Account Management', 'subcategory': 'Profile / Address Update Failure'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Profile / Address Update Failure order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1527,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Data Privacy / Security Incident Concern'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Data Privacy / Security Incident Concern'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Data Privacy / Security Incident Concern order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1218,Account Management,Billing & Payments,Account Management,Account Management & Customer Care,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Unable to Login / Password Reset Error'}, Expected={'category': 'Account Management', 'subcategory': 'Unable to Login / Password Reset Error'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Unable to Login / Password Reset Error order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1021,Order & Delivery,Billing & Payments,Order & Delivery,Billing & Payment Operations,Order Fulfillment & Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Lost Package in Transit'}, Expected={'category': 'Order & Delivery', 'subcategory': 'Lost Package in Transit'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Order Fulfillment & Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Lost Package in Transit order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1463,Order & Delivery,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Medium,False,False,KB-DOC-1001,MATCH,True,True,True,True,True,Verified,
CMP-ID-1286,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Account Takeover Suspected'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Account Takeover Suspected'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Account Takeover Suspected order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1061,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Duplicate Payment Deducted order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1329,Marketplace & Seller Operations,Billing & Payments,Marketplace & Seller Operations,Marketplace & Seller Operations,Marketplace & Seller Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Fraudulent Seller Listing'}, Expected={'category': 'Marketplace & Seller Operations', 'subcategory': 'Fraudulent Seller Listing'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Fraudulent Seller Listing order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1174,Product Quality & Authenticity,Billing & Payments,Product Quality & Authenticity,Product Quality & Vendor Assurance,Product Quality & Vendor Assurance,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Defective or Malfunctioning Product'}, Expected={'category': 'Product Quality & Authenticity', 'subcategory': 'Defective or Malfunctioning Product'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Defective or Malfunctioning Product order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1333,Marketplace & Seller Operations,Billing & Payments,Marketplace & Seller Operations,Marketplace & Seller Operations,Marketplace & Seller Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Fraudulent Seller Listing'}, Expected={'category': 'Marketplace & Seller Operations', 'subcategory': 'Fraudulent Seller Listing'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Fraudulent Seller Listing order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1124,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Request Denied'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Request Denied'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Return Request Denied order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1327,Marketplace & Seller Operations,Billing & Payments,Marketplace & Seller Operations,Marketplace & Seller Operations,Marketplace & Seller Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Fraudulent Seller Listing'}, Expected={'category': 'Marketplace & Seller Operations', 'subcategory': 'Fraudulent Seller Listing'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Fraudulent Seller Listing order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1247,Account Management,Billing & Payments,Account Management,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Profile / Address Update Failure'}, Expected={'category': 'Account Management', 'subcategory': 'Profile / Address Update Failure'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Profile / Address Update Failure order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1142,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Refund Processing Delay'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Refund Processing Delay'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Return Refund Processing Delay order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1563,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Repeated Unresolved Issue'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Repeated Unresolved Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Repeated Unresolved Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1548,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Repeated Unresolved Issue'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Repeated Unresolved Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Repeated Unresolved Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1354,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Unprofessional Agent Conduct'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Unprofessional Agent Conduct'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Unprofessional Agent Conduct order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1400,Promotions & Pricing,Billing & Payments,Promotions & Pricing,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Checkout Price Higher than Advertised'}, Expected={'category': 'Promotions & Pricing', 'subcategory': 'Checkout Price Higher than Advertised'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Checkout Price Higher than Advertised order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1515,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Data Privacy / Security Incident Concern'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Data Privacy / Security Incident Concern'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Data Privacy / Security Incident Concern order record', 'Issue standard goodwill credit or replacement within $50 limit']"
